,Unnamed: 0,car_name,car_prices_in_rupee,kms_driven,fuel_type,transmission,ownership,manufacture,engine,Seats
824,824,Nissan Magnite XV Premium,676000,74811,Petrol,Manual,1st Owner,2021,1462 cc,5.0
825,825,Maruti Ertiga ZXI Plus,978999,8702,Petrol,Manual,1st Owner,2019,1199 cc,7.0
826,826,Honda Amaze S Petrol BSIV,610000,34039,Petrol,Manual,1st Owner,2019,1497 cc,5.0
827,827,Honda City i VTEC CVT VX,670000,98285,Petrol,Automatic,2nd Owner,2016,1956 cc,5.0
828,828,Jeep Compass 2.0 Limited,1350000,72000,Diesel,Manual,1st Owner,2018,1197 cc,5.0
829,829,Hyundai Grand i10 Magna,480000,50000,Petrol,Manual,1st Owner,2020,1395 cc,5.0
830,830,Audi Q3 30 TFSI Premium FWD,1955000,120000,Petrol,Automatic,1st Owner,2018,2179 cc,5.0
831,831,Mahindra XUV500 W7 BSIV,1074000,76813,Diesel,Manual,1st Owner,2018,2487 cc,7.0
832,832,Maruti Omni E 8 Str STD,125000,80000,Petrol,Manual,2nd Owner,2011,1950 cc,5.0
833,833,Toyota Camry Hybrid 2.5,4090000,20000,Petrol,Automatic,1st Owner,2019,2393 cc,5.0
834,834,Mercedes-Benz C-Class Progressive C 220d,3900000,24000,Diesel,Automatic,2nd Owner,2020,1197 cc,7.0
835,835,Toyota Innova Crysta 2.4 G MT,1889999,43200,Diesel,Manual,1st Owner,2017,2143 cc,5.0
836,836,Hyundai i20 Magna Plus,650000,42000,Petrol,Manual,1st Owner,2020,1461 cc,5.0
837,837,Mercedes-Benz GLE 250d,4400000,49000,Diesel,Automatic,1st Owner,2017,2184 cc,5.0
838,838,Mahindra Verito 1.5 D4 BSIII,180000,195000,Diesel,Manual,1st Owner,2013,1197 cc,4.0
839,839,Mahindra Thar LX 4-Str Convert Top Diesel,1650000,12200,Diesel,Manual,1st Owner,2021,1950 cc,5.0
840,840,Hyundai Aura SX,690000,23000,Petrol,Manual,1st Owner,2021,1582 cc,5.0
841,841,Mercedes-Benz E-Class Expression E 220 d BSIV,5800000,17000,Diesel,Automatic,1st Owner,2020,1582 cc,5.0
842,842,Hyundai Creta 1.6 CRDi SX,844999,70000,Diesel,Manual,1st Owner,2015,1197 cc,5.0
843,843,Hyundai Creta 1.6 CRDi SX,925000,75000,Diesel,Manual,2nd Owner,2016,1995 cc,5.0
844,844,Maruti Swift VXI,610000,72521,Petrol,Manual,1st Owner,2018,1493 cc,5.0
845,845,BMW X3 xDrive 20d Luxury Line,6000000,19000,Diesel,Automatic,1st Owner,2021,998 cc,5.0
846,846,Hyundai Venue SX Diesel,1150000,37233,Diesel,Manual,1st Owner,2020,1498 cc,5.0
847,847,Maruti S-Presso VXI Plus AT 2019-2022,550000,2682,Petrol,Automatic,1st Owner,2020,1950 cc,5.0
848,848,Volkswagen Polo 1.5 TDI Trendline,409999,115000,Diesel,Manual,1st Owner,2016,1582 cc,5.0
849,849,Mercedes-Benz GLC Coupe 300d 4MATIC,7150000,24900,Diesel,Automatic,1st Owner,2021,1199 cc,5.0
850,850,Hyundai Verna CRDi 1.6 SX Option,1095000,74000,Diesel,Manual,1st Owner,2019,624 cc,5.0
851,851,Honda Amaze S Petrol,640000,25102,Petrol,Manual,1st Owner,2019,1997 cc,4.0
852,852,Tata Nano Cx,60000,16700,Petrol,Manual,2nd Owner,2010,2523 cc,5.0
853,853,Jaguar XF 2.0 Petrol Prestige,4700000,7500,Petrol,Automatic,1st Owner,2020,2494 cc,2.0
854,854,Mahindra Bolero Pik Up Extra Long FB 1.3T,800000,60000,Diesel,Manual,1st Owner,2019,1197 cc,7.0
855,855,Toyota Innova 2.5 EV (Diesel) MS 7 Seater BS IV,550000,113000,Diesel,Manual,1st Owner,2011,4461 cc,5.0
856,856,Maruti Baleno 1.2 Alpha,650000,37800,Petrol,Manual,1st Owner,2018,1396 cc,7.0
857,857,Toyota Land Cruiser VX,15800000,56000,Diesel,Automatic,1st Owner,2018,2393 cc,5.0
858,858,Hyundai i20 Sportz 1.4 CRDi,300000,100000,Diesel,Manual,2nd Owner,2012,796 cc,7.0
859,859,Toyota Innova Crysta 2.4 ZX 7 STR AT,3050000,250,Diesel,Automatic,1st Owner,2022,1993 cc,5.0
860,860,Maruti Alto LXi,151000,80000,Petrol,Manual,3rd Owner,2010,1197 cc,5.0
861,861,Mercedes-Benz C-Class C 220d,6200000,4000,Diesel,Automatic,1st Owner,2022,1462 cc,5.0
862,862,Maruti Baleno Alpha,840000,3731,Petrol,Manual,1st Owner,2021,1493 cc,6.0
863,863,Maruti XL6 Zeta,1125000,4028,Petrol,Manual,1st Owner,2021,2925 cc,7.0
864,864,Mahindra TUV 300 T6 Plus,650000,70000,Diesel,Manual,1st Owner,2016,998 cc,5.0
865,865,Mercedes-Benz S-Class S 350 d,4775000,13000,Diesel,Automatic,2nd Owner,2014,1495 cc,5.0
866,866,Maruti Alto K10 VXI,330000,65000,Petrol,Manual,1st Owner,2019,1248 cc,5.0
867,867,Hyundai Accent Executive LPG,170000,73000,Lpg,Manual,2nd Owner,2010,2925 cc,5.0
868,868,Maruti Swift Dzire VDi,525000,77200,Diesel,Manual,1st Owner,2014,1968 cc,7.0
869,869,Mercedes-Benz GLS 400d 4MATIC,11700000,15000,Diesel,Automatic,2nd Owner,2020,999 cc,5.0
870,870,Audi A6 2.0 TDI,1450000,120000,Diesel,Automatic,4th Owner,2013,1497 cc,5.0
871,871,Renault KWID 1.0 AMT RXT,300000,45200,Petrol,Automatic,2nd Owner,2016,2993 cc,5.0
872,872,Honda City V AT,425000,75200,Petrol,Automatic,1st Owner,2013,998 cc,5.0
873,873,BMW X5 xDrive 30d xLine,8300000,25000,Diesel,Automatic,1st Owner,2020,2179 cc,5.0
874,874,Maruti Alto K10 2010-2014 VXI,200000,80000,Petrol,Manual,4th Owner,2013,1197 cc,7.0
875,875,Mahindra XUV500 W8 4WD,450000,160000,Diesel,Manual,2nd Owner,2013,2967 cc,5.0
876,876,Maruti Swift LXI,475000,65150,Petrol,Manual,1st Owner,2017,1248 cc,7.0
877,877,Audi Q7 45 TDI Quattro Technology,4600000,65000,Diesel,Automatic,1st Owner,2017,2179 cc,5.0
878,878,Maruti Swift Dzire VDI,459999,80000,Diesel,Manual,2nd Owner,2014,1582 cc,7.0
879,879,Mahindra XUV500 W4,900000,50000,Diesel,Manual,2nd Owner,2017,2987 cc,5.0
880,880,Hyundai Creta 1.6 SX Automatic Diesel,850000,108000,Diesel,Automatic,2nd Owner,2015,1497 cc,7.0
881,881,Mercedes-Benz GLS 350d Grand Edition,5950000,45000,Diesel,Automatic,2nd Owner,2016,2499 cc,5.0
882,882,Honda City EXi,129000,139000,Petrol,Manual,3rd Owner,2006,1995 cc,7.0
883,883,Chevrolet Tavera B1-7 seats BSII,290000,120000,Diesel,Manual,2nd Owner,2011,1498 cc,5.0
884,884,BMW 5 Series 520d Luxury Line,4800000,29000,Diesel,Automatic,1st Owner,2019,1248 cc,5.0
885,885,Honda Amaze VX CVT Diesel BSIV,450000,80105,Diesel,Automatic,2nd Owner,2016,999 cc,5.0
886,886,Maruti Vitara Brezza ZDi Plus,875000,60000,Diesel,Manual,1st Owner,2019,2143 cc,5.0
887,887,Renault KWID 1.0 RXT,250000,70000,Petrol,Manual,1st Owner,2017,1197 cc,5.0
888,888,Mercedes-Benz GLE 250d,5600000,45000,Diesel,Automatic,1st Owner,2019,1248 cc,5.0
889,889,Hyundai Xcent 1.2 Kappa AT SX Option,375000,110000,Petrol,Automatic,1st Owner,2014,1248 cc,5.0
890,890,Maruti Swift Dzire VDi,240000,120000,Diesel,Manual,2nd Owner,2009,2995 cc,5.0
891,891,Maruti SX4 S Cross DDiS 200 Zeta,725000,72568,Diesel,Manual,1st Owner,2017,995 cc,5.0
892,892,Land Rover Range Rover 3.0 Petrol LWB Vogue BSIV,19200000,40000,Petrol,Automatic,1st Owner,2019,1199 cc,5.0
893,893,Chevrolet Spark 1.0 E,105000,81000,Petrol,Manual,1st Owner,2009,1248 cc,5.0
894,894,Chevrolet Sail Hatchback 1.2 LS,365000,30000,Petrol,Manual,1st Owner,2017,1998 cc,5.0
895,895,Maruti Vitara Brezza ZDi Plus,800000,100000,Diesel,Manual,2nd Owner,2019,1950 cc,5.0
896,896,Volvo XC60 B5 Inscripition,6850000,7000,Petrol,Automatic,1st Owner,2022,1582 cc,5.0
897,897,Mercedes-Benz E-Class Exclusive E 220d,5600000,18770,Diesel,Automatic,1st Owner,2018,1497 cc,5.0
898,898,Hyundai Verna 1.6 CRDI SX Option,925000,85680,Diesel,Manual,1st Owner,2017,1995 cc,5.0
899,899,Honda City i VTEC V,725000,61548,Petrol,Manual,1st Owner,2016,998 cc,5.0
900,900,BMW X1 sDrive 20d xLine,3000000,25000,Diesel,Automatic,1st Owner,2019,1248 cc,5.0
901,901,Maruti A-Star Vxi,140000,100000,Petrol,Manual,4th Owner,2009,1197 cc,5.0
902,902,Maruti Swift LDI BSIV,425000,80000,Diesel,Manual,1st Owner,2016,2987 cc,5.0
903,903,Hyundai i20 Magna,700000,5000,Petrol,Manual,1st Owner,2021,1396 cc,5.0
904,904,Maserati Ghibli Diesel BSIV,6600000,12000,Diesel,Automatic,1st Owner,2016,2179 cc,5.0
905,905,Hyundai i20 1.4 Asta,690000,84250,Diesel,Manual,2nd Owner,2017,1197 cc,8.0
906,906,Mahindra Scorpio 2.6 SLX CRDe,180000,120000,Diesel,Manual,3rd Owner,2002,2143 cc,5.0
907,907,Hyundai Venue S,800000,35000,Petrol,Manual,1st Owner,2020,1197 cc,5.0
908,908,Mercedes-Benz C-Class C 220 CDI Avantgarde,2150000,37000,Diesel,Automatic,2nd Owner,2015,1248 cc,5.0
909,909,Hyundai i20 Sportz Option 1.2,565000,72000,Petrol,Manual,1st Owner,2016,1498 cc,5.0
910,910,Maruti SX4 S Cross Zeta DDiS 200 SH,844999,72000,Diesel,Manual,1st Owner,2019,2967 cc,5.0
911,911,Skoda Rapid 1.5 TDI Ambition,450000,80250,Diesel,Manual,2nd Owner,2014,1396 cc,5.0
912,912,Porsche Cayenne Diesel Platinum Edition,5800000,50000,Diesel,Automatic,1st Owner,2016,1197 cc,5.0
913,913,Hyundai i20 Asta 1.4 CRDi,520000,75000,Diesel,Manual,1st Owner,2016,1498 cc,5.0
914,914,Maruti Baleno Alpha CVT,700000,48763,Petrol,Automatic,1st Owner,2018,1991 cc,5.0
915,915,Honda City i DTec S,725000,34142,Diesel,Manual,1st Owner,2016,1199 cc,5.0
916,916,Mercedes-Benz E-Class Exclusive E 200,6700000,8900,Petrol,Automatic,1st Owner,2021,999 cc,5.0
917,917,Honda WR-V i-VTEC S,675000,25000,Petrol,Manual,1st Owner,2019,1462 cc,7.0
918,918,Renault Triber RXZ,700000,25000,Petrol,Manual,1st Owner,2021,1950 cc,7.0
919,919,Maruti Ertiga VXI,770000,70000,Petrol,Manual,2nd Owner,2019,1199 cc,5.0
920,920,Mercedes-Benz C-Class Progressive C 200,4250000,28000,Petrol,Automatic,1st Owner,2019,1197 cc,5.0
921,921,Tata Altroz XT,650000,21000,Petrol,Manual,1st Owner,2020,998 cc,5.0
922,922,Hyundai i20 Magna,570000,40000,Petrol,Manual,1st Owner,2020,1995 cc,5.0
923,923,Maruti Wagon R LXI BS IV,315000,40000,Petrol,Manual,1st Owner,2014,2179 cc,5.0
924,924,BMW 5 Series 525d Luxury Line,2575000,65500,Diesel,Automatic,1st Owner,2015,1388 cc,7.0
925,925,Tata Safari Storme EX,580000,90000,Diesel,Manual,1st Owner,2014,2523 cc,5.0
926,926,Ford Fiesta 1.4 ZXi Duratec,150000,179000,Petrol,Manual,2nd Owner,2009,4461 cc,7.0
927,927,Mahindra Bolero EX NON AC,509999,40000,Diesel,Manual,1st Owner,2016,1197 cc,7.0
928,928,Toyota Land Cruiser VX,16900000,27000,Diesel,Automatic,1st Owner,2019,796 cc,5.0
929,929,Hyundai i20 Sportz 1.2,525000,70000,Petrol,Manual,3rd Owner,2016,1598 cc,5.0
930,930,Maruti Alto LX,65000,60000,Petrol,Manual,2nd Owner,2005,1998 cc,5.0
931,931,Volkswagen Vento Magnific 1.6 Highline,499000,40000,Petrol,Manual,1st Owner,2015,1373 cc,5.0
932,932,BMW X1 sDrive20i xLine,4000000,10000,Petrol,Automatic,1st Owner,2021,1061 cc,7.0
933,933,Maruti Ertiga VXI,595000,40000,Petrol,Manual,2nd Owner,2015,1197 cc,5.0
934,934,Maruti Zen Estilo 1.1 LX BSIII,89000,29081,Petrol,Manual,3rd Owner,2006,2179 cc,5.0
935,935,Hyundai Xcent 1.2 VTVT S,536000,30000,Petrol,Manual,1st Owner,2018,1984 cc,7.0
936,936,Tata Hexa XT,1095000,66000,Diesel,Manual,1st Owner,2017,1197 cc,5.0
937,937,Audi Q5 2.0 TFSI Quattro,1200000,80000,Petrol,Automatic,2nd Owner,2012,1198 cc,5.0
938,938,Maruti Swift Dzire VXI,720000,6200,Petrol,Manual,1st Owner,2022,1998 cc,2.0
939,939,Maruti Super Carry STD,470000,20000,Petrol,Manual,2nd Owner,2021,796 cc,4.0
940,940,Mini 3 DOOR John Cooper Works 2019-2020,3450000,40000,Petrol,Automatic,2nd Owner,2017,1197 cc,4.0
941,941,Maruti 800 Std MPFi,65000,80000,Petrol,Manual,2nd Owner,2003,1599 cc,5.0
942,942,Maruti Baleno Delta,650000,20000,Petrol,Manual,1st Owner,2020,2400 cc,5.0
943,943,Chevrolet Optra 1.6,150000,60000,Petrol,Manual,3rd Owner,2006,796 cc,5.0
944,944,Volvo XC60 D5 Inscription,5450000,34000,Diesel,Automatic,1st Owner,2019,2179 cc,4.0
945,945,Maruti 800 DX 5 Speed,55000,30000,Petrol,Manual,1st Owner,2002,796 cc,7.0
946,946,Mahindra Scorpio S5 BSIV,1150000,120000,Diesel,Manual,1st Owner,2019,1999 cc,4.0
947,947,Maruti 800 Std,45000,50000,Petrol,Manual,4th Owner,2000,1197 cc,7.0
948,948,Land Rover Discovery Sport TD4 HSE 7S,4875000,38000,Diesel,Automatic,1st Owner,2020,1799 cc,5.0
949,949,Maruti Swift VXI with ABS,125000,85000,Petrol,Manual,2nd Owner,2006,998 cc,5.0
950,950,Honda Civic ZX,1700000,25000,Petrol,Automatic,1st Owner,2019,2925 cc,5.0
951,951,Maruti Zen Estilo VXI BSIII,95000,120000,Petrol,Manual,2nd Owner,2007,1498 cc,5.0
952,952,Mercedes-Benz S-Class S 350d,17700000,1400,Diesel,Automatic,1st Owner,2022,2499 cc,7.0
953,953,Honda BR-V i-DTEC E MT,650000,65500,Diesel,Manual,1st Owner,2017,1461 cc,7.0
954,954,Chevrolet Tavera B2 8 Seats BSIII,170000,380000,Diesel,Manual,4th Owner,2008,998 cc,8.0
955,955,Renault Lodgy Stepway Edition 8 Seater,700000,50000,Diesel,Manual,2nd Owner,2016,993 cc,5.0
956,956,Maruti S-Presso VXI Plus 2019-2022,390000,40000,Petrol,Manual,1st Owner,2019,796 cc,5.0
957,957,Maruti Zen LXI,39000,100000,Petrol,Manual,2nd Owner,2000,1396 cc,5.0
958,958,Maruti Alto 800 tour H1 (O),378000,5000,Petrol,Manual,1st Owner,2021,2523 cc,5.0
959,959,Hyundai i20 Sportz 1.4 CRDi,550000,90000,Diesel,Manual,1st Owner,2016,998 cc,5.0
960,960,Mahindra Marshal DI,490000,100000,Diesel,Manual,1st Owner,2004,2179 cc,8.0
961,961,Maruti Alto K10 VXI,290000,50000,Petrol,Manual,3rd Owner,2018,2179 cc,8.0
962,962,Mahindra Scorpio Sle,350000,110000,Diesel,Manual,4th Owner,2010,1461 cc,5.0
963,963,Mahindra Scorpio VLS AT 2.2 mHAWK,480000,120000,Diesel,Automatic,2nd Owner,2012,998 cc,5.0
964,964,Renault Duster 85PS Diesel RxL,475000,116000,Diesel,Manual,1st Owner,2015,1968 cc,5.0
965,965,Maruti Wagon R AMT VXI,426000,25000,Petrol,Automatic,1st Owner,2017,2523 cc,7.0
966,966,Skoda Octavia 2.0 TDI AT Style Plus,1400000,75000,Diesel,Automatic,2nd Owner,2017,1299 cc,5.0
967,967,Mahindra Bolero SLX 2WD BSIII,400000,120000,Diesel,Manual,4th Owner,2013,1061 cc,5.0
968,968,Ford Ikon 1.3 CLXi,120000,70000,Petrol,Manual,2nd Owner,2004,796 cc,5.0
969,969,Maruti Wagon R LXI Minor,160000,90000,Petrol,Manual,1st Owner,2009,799 cc,5.0
970,970,Maruti Alto LX BSIII,100000,120000,Petrol,Manual,4th Owner,2010,1493 cc,5.0
971,971,Renault KWID RXT,430000,25000,Petrol,Manual,1st Owner,2020,1196 cc,7.0
972,972,Honda City 1.5 EXI,175000,263000,Petrol,Manual,1st Owner,2004,998 cc,5.0
973,973,Maruti Eeco 7 Seater Standard BSIV,270000,110000,Petrol,Manual,1st Owner,2017,1061 cc,5.0
974,974,Maruti Wagon R VXI Optional,400000,10000,Petrol,Manual,3rd Owner,2018,1248 cc,5.0
975,975,Maruti Wagon R LX Minor Duo LPG,100000,137535,Lpg,Manual,1st Owner,2007,1196 cc,5.0
976,976,Maruti Swift VDI Optional,370000,90000,Diesel,Manual,2nd Owner,2015,1956 cc,5.0
977,977,Maruti Eeco CNG 5 Seater AC,403000,35000,Cng,Manual,1st Owner,2021,1196 cc,5.0
978,978,Jeep Compass 2.0 Limited,1600000,40000,Diesel,Manual,1st Owner,2019,1582 cc,5.0
979,979,Maruti Eeco 5 Seater STD 2020-2022,520000,39000,Petrol,Manual,1st Owner,2020,1582 cc,5.0
980,980,Hyundai Creta 1.6 SX Automatic Diesel,1590000,73200,Diesel,Automatic,1st Owner,2018,998 cc,5.0
981,981,Hyundai Verna 1.6 CRDi SX,990000,88500,Diesel,Manual,1st Owner,2017,1197 cc,5.0
982,982,Maruti Alto K10 VXI,360000,49000,Petrol,Manual,1st Owner,2018,1497 cc,5.0
983,983,Hyundai i20 Asta Option,740000,45000,Petrol,Manual,1st Owner,2018,1498 cc,5.0
984,984,Honda City GXi,181000,114862,Petrol,Manual,1st Owner,2008,1199 cc,5.0
985,985,Honda City i DTEC V,950000,147947,Diesel,Manual,1st Owner,2015,1061 cc,5.0
986,986,Honda Amaze VX CVT,947000,4391,Petrol,Automatic,1st Owner,2022,1198 cc,5.0
987,987,Maruti Wagon R LXI Minor Duo LPG,63803,115549,Lpg,Manual,1st Owner,2007,1598 cc,5.0
988,988,Honda Amaze SX i-VTEC,445000,38738,Petrol,Manual,1st Owner,2016,1462 cc,5.0
989,989,Maruti SX4 S Cross DDiS 320 Delta,635000,85762,Diesel,Manual,1st Owner,2015,1497 cc,5.0
990,990,Toyota Urban cruiser Mid,782000,27987,Petrol,Manual,1st Owner,2022,1197 cc,5.0
991,991,Honda City 1.5 V MT,302000,141918,Petrol,Manual,1st Owner,2010,1120 cc,5.0
992,992,Maruti Baleno Zeta,723000,39558,Petrol,Manual,1st Owner,2021,1248 cc,5.0
993,993,Hyundai Grand i10 CRDi Asta Option,344000,68456,Diesel,Manual,2nd Owner,2013,998 cc,5.0
994,994,Maruti Swift VDI,340000,86000,Diesel,Manual,1st Owner,2011,796 cc,5.0
995,995,Maruti S-Presso VXI Plus 2019-2022,440000,29782,Petrol,Manual,1st Owner,2021,1248 cc,5.0
996,996,Maruti Alto LX,114999,95046,Petrol,Manual,2nd Owner,2011,2179 cc,8.0
997,997,Maruti Ciaz ZDi Plus SHVS,496000,133053,Diesel,Manual,1st Owner,2016,1198 cc,5.0
998,998,Mahindra Scorpio VLX 2WD AT BSIV,462000,151537,Diesel,Automatic,2nd Owner,2013,796 cc,8.0
999,999,Honda Amaze S i-VTEC,440000,91437,Petrol,Manual,1st Owner,2017,2143 cc,5.0
1000,1000,Maruti Omni E MPI STD BSIV,178000,11615,Petrol,Manual,1st Owner,2015,1197 cc,5.0
1001,1001,Mercedes-Benz E-Class E250 CDI Avantgarde,1121000,85471,Diesel,Automatic,2nd Owner,2012,1396 cc,5.0
1002,1002,Hyundai i20 Sportz 1.2,340000,82591,Petrol,Manual,1st Owner,2013,1461 cc,5.0
1003,1003,Hyundai i20 1.4 Asta Option,725000,73000,Diesel,Manual,1st Owner,2017,1495 cc,5.0
1004,1004,Renault Duster 110PS Diesel RxZ Plus,421000,68000,Diesel,Manual,1st Owner,2012,1497 cc,5.0
1005,1005,Hyundai Accent Executive LPG,128000,73592,Lpg,Manual,2nd Owner,2010,1248 cc,5.0
1006,1006,Honda City 1.5 S MT,248000,114361,Petrol,Manual,5th Owner,2009,1198 cc,5.0
1007,1007,Maruti Ciaz ZDi,516000,84193,Diesel,Manual,2nd Owner,2014,1497 cc,5.0
1008,1008,Volkswagen Ameo 1.2 MPI Highline Plus,525000,57000,Petrol,Manual,2nd Owner,2017,1462 cc,5.0
1009,1009,Honda City i VTEC VX,593000,48727,Petrol,Manual,1st Owner,2014,1199 cc,5.0
1010,1010,Maruti Brezza Zxi,1043000,6510,Petrol,Manual,1st Owner,2022,1598 cc,5.0
1011,1011,Honda Amaze S Petrol,665000,33088,Petrol,Manual,1st Owner,2021,1197 cc,5.0
1012,1012,Skoda Rapid 1.6 TDI Elegance,245000,151434,Diesel,Manual,3rd Owner,2011,1598 cc,5.0
1013,1013,Maruti Swift Dzire VXI 1.2,547000,21166,Petrol,Manual,1st Owner,2017,1086 cc,5.0
1014,1014,Volkswagen Vento Diesel Trendline,250999,106647,Diesel,Manual,2nd Owner,2012,1197 cc,5.0
1015,1015,Hyundai i10 Sportz 1.1L,276000,37930,Petrol,Manual,4th Owner,2014,2494 cc,8.0
1016,1016,Hyundai Grand i10 Magna,301000,128281,Petrol,Manual,1st Owner,2014,1198 cc,5.0
1017,1017,Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,469000,168062,Diesel,Manual,3rd Owner,2010,2489 cc,7.0
1018,1018,Nissan Micra XL Option CVT,493000,13333,Petrol,Automatic,1st Owner,2019,1968 cc,5.0
1019,1019,Mahindra Xylo D4,259000,151026,Diesel,Manual,2nd Owner,2014,1598 cc,5.0
1020,1020,Skoda Superb Elegance 2.0 TDI CR AT,393000,134521,Diesel,Automatic,2nd Owner,2011,1995 cc,5.0
1021,1021,Skoda Rapid 1.6 TDI Elegance,290000,132996,Diesel,Manual,2nd Owner,2012,1498 cc,5.0
1022,1022,BMW X4 M Sport X xDrive20d,5650000,29000,Diesel,Automatic,1st Owner,2019,1598 cc,5.0
1023,1023,Honda City ZX MT,1292000,19534,Petrol,Manual,1st Owner,2020,998 cc,5.0
1024,1024,Skoda Rapid 1.6 MPI Ambition BSIV,644000,88673,Petrol,Manual,1st Owner,2019,1198 cc,5.0
1025,1025,Hyundai i20 Asta Opt Turbo DCT,1093000,32272,Petrol,Automatic,1st Owner,2020,1086 cc,5.0
1026,1026,Volkswagen Polo 1.2 MPI Trendline,433000,26850,Petrol,Manual,2nd Owner,2017,814 cc,5.0
1027,1027,Hyundai i10 Era 1.1,98497,120426,Petrol,Manual,4th Owner,2009,1598 cc,5.0
1028,1028,Hyundai EON Era Plus,246000,21796,Petrol,Manual,1st Owner,2015,1496 cc,5.0
1029,1029,Volkswagen Vento Diesel Comfortline,269000,118881,Diesel,Manual,1st Owner,2012,1197 cc,5.0
1030,1030,Toyota Yaris G BSIV,775000,32039,Petrol,Manual,2nd Owner,2018,2179 cc,7.0
1031,1031,Maruti Baleno 1.2 Alpha,537000,124763,Petrol,Manual,1st Owner,2017,2179 cc,7.0
1032,1032,Mahindra Scorpio S8 7C Seater,695000,201197,Diesel,Manual,3rd Owner,2015,1197 cc,5.0
1033,1033,Mahindra XUV500 W10 2WD,851000,81672,Diesel,Manual,2nd Owner,2015,998 cc,5.0
1034,1034,Maruti Swift Dzire VXI,732000,20248,Petrol,Manual,1st Owner,2021,998 cc,5.0
1035,1035,Maruti Wagon R VXI BS IV,221000,73639,Petrol,Manual,1st Owner,2012,1198 cc,5.0
1036,1036,Maruti Wagon R VXI BS IV,155000,82028,Petrol,Manual,2nd Owner,2010,1248 cc,5.0
1037,1037,Honda Amaze S i-Vtech,387000,32375,Petrol,Manual,4th Owner,2016,2179 cc,5.0
1038,1038,Maruti Ciaz ZDi Plus,475000,182048,Diesel,Manual,1st Owner,2015,2393 cc,8.0
1039,1039,Land Rover Freelander 2 SE,1328000,158108,Diesel,Automatic,1st Owner,2014,999 cc,5.0
1040,1040,Toyota Innova Crysta 2.4 G MT 8S BSIV,1130000,74176,Diesel,Manual,1st Owner,2016,998 cc,5.0
1041,1041,Skoda Rapid 1.0 TSI Ambition,903999,17805,Petrol,Manual,2nd Owner,2020,1061 cc,5.0
1042,1042,Maruti Zen Estilo LXI BS IV,131000,105209,Petrol,Manual,1st Owner,2009,1248 cc,5.0
1043,1043,Maruti Wagon R LXI Minor Duo LPG,98429,72792,Lpg,Manual,1st Owner,2008,1956 cc,5.0
1044,1044,Maruti Swift LDI BSIV,370000,93411,Diesel,Manual,2nd Owner,2014,1396 cc,5.0
1045,1045,Tata Harrier XZ Dark Edition BSIV,1452000,51954,Diesel,Manual,1st Owner,2019,1197 cc,5.0
1046,1046,Hyundai Verna 1.4 EX,386000,199085,Diesel,Manual,1st Owner,2013,1120 cc,5.0
1047,1047,Maruti Swift Dzire 1.2 Vxi BSIV,247000,213709,Petrol,Manual,1st Owner,2011,936 cc,5.0
1048,1048,Hyundai Grand i10 CRDi Magna,265000,134698,Diesel,Manual,1st Owner,2013,1197 cc,5.0
1049,1049,Chevrolet Beat Diesel PS,107000,82983,Diesel,Manual,1st Owner,2012,624 cc,4.0
1050,1050,Hyundai Grand i10 Magna,296000,81678,Petrol,Manual,1st Owner,2013,2498 cc,6.0
1051,1051,Tata Nano Twist XT,86503,50789,Petrol,Manual,2nd Owner,2014,1497 cc,5.0
1052,1052,Mahindra Thar CRDe,782000,46994,Diesel,Manual,1st Owner,2018,2179 cc,7.0
1053,1053,Honda City i VTEC VX Option,729000,19528,Petrol,Manual,1st Owner,2016,1497 cc,5.0
1054,1054,Tata Hexa XE,725000,68315,Diesel,Manual,2nd Owner,2017,1248 cc,5.0
1055,1055,Ford Ecosport 1.5 Petrol Trend BSIV,582000,69720,Petrol,Manual,1st Owner,2017,1061 cc,5.0
1056,1056,Maruti SX4 S Cross DDiS 200 Sigma,515000,110655,Diesel,Manual,1st Owner,2016,1396 cc,5.0
1057,1057,Maruti Wagon R LXI Minor Duo LPG,107000,87100,Lpg,Manual,2nd Owner,2009,1399 cc,5.0
1058,1058,Hyundai i20 Sportz 1.4 CRDi,319000,124012,Diesel,Manual,2nd Owner,2013,1299 cc,5.0
1059,1059,Ford Figo Diesel ZXI,134000,92251,Diesel,Manual,2nd Owner,2010,1498 cc,7.0
1060,1060,Ford Ikon 1.3 Flair,80902,61127,Petrol,Manual,2nd Owner,2008,1197 cc,5.0
1061,1061,Honda Mobilio V i-DTEC,399000,141083,Diesel,Manual,1st Owner,2014,1248 cc,5.0
1062,1062,Maruti Swift LXI BSIV,325000,61802,Petrol,Manual,2nd Owner,2014,1197 cc,5.0
1063,1063,Chevrolet Sail Hatchback 1.3 TCDi,231000,147215,Diesel,Manual,3rd Owner,2015,998 cc,5.0
1064,1064,Maruti Ignis 1.2 Delta BSIV,443000,74295,Petrol,Manual,1st Owner,2017,1248 cc,5.0
1065,1065,Maruti Wagon R VXI BS IV,349000,66290,Petrol,Manual,2nd Owner,2017,1197 cc,5.0
1066,1066,Maruti Vitara Brezza ZDi Plus Dual Tone,822000,92485,Diesel,Manual,1st Owner,2018,1086 cc,5.0
1067,1067,Maruti Baleno 1.2 Delta,536000,57563,Petrol,Manual,1st Owner,2018,1197 cc,5.0
1068,1068,Hyundai i10 Magna 1.1L,225000,30675,Petrol,Manual,1st Owner,2011,1199 cc,5.0
